,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Rower,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Czas rozpoczęcia,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Samochód,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia,ŹRÓDŁO Godzina rozpoczęcia
10163,2,3,3,0,1,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,5,1,0,0,1,1,1.0,11:00:00,inne,149.0,dom,149.0,2,inne-dom,2,2.0,0.0,61-x_K,1,0,0,0,0,11
10165,3,3,3,0,1,1,0,1,0,0,0,0,0,0,0,4.0,4.0,2.0,5,1,1,0,1,1,1.0,09:00:00,dom,149.0,inne,150.0,1,dom-inne,2,2.0,1101.7881286224847,61-x_K,0,1,0,0,0,9
10166,3,3,3,0,1,1,0,1,0,0,0,0,0,0,0,4.0,4.0,2.0,5,1,1,0,1,1,1.0,13:00:00,inne,150.0,dom,149.0,2,inne-dom,2,2.0,1101.7881286224847,61-x_K,1,0,0,0,0,13
10167,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,4.0,4.0,2.0,4,0,1,0,1,1,1.0,11:00:00,dom,149.0,praca,120.0,2,dom-praca,0,2.0,2500.0081886027615,45-65_M,0,0,1,0,0,11
10168,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,4.0,4.0,2.0,4,0,1,0,1,1,1.0,18:00:00,praca,120.0,dom,149.0,3,praca-dom,0,2.0,2500.0081886027615,45-65_M,1,0,0,0,0,18
10171,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,0,1,0,0,0.0,10:00:00,dom,116.0,inne,39.0,2,dom-inne,1,1.0,3567.8382240525575,61-x_K,0,1,0,0,0,10
10172,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,0,1,0,0,0.0,16:00:00,inne,39.0,dom,116.0,3,inne-dom,1,1.0,3567.8382240525575,61-x_K,1,0,0,0,0,16
10173,3,3,2,0,0,1,0,0,0,0,0,0,0,1,0,3.0,3.0,0.0,5,0,0,0,0,0,0.0,10:00:00,dom,116.0,inne,39.0,2,dom-inne,1,1.0,3567.8382240525575,66-x_M,0,1,0,0,0,10
10174,3,3,2,0,0,1,0,0,0,0,0,0,0,1,0,3.0,3.0,0.0,5,0,0,0,0,0,0.0,16:00:00,inne,39.0,dom,116.0,3,inne-dom,1,1.0,3567.8382240525575,66-x_M,1,0,0,0,0,16
10175,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,0,0,0,0,0.0,07:30:00,dom,116.0,inne,117.0,1,dom-inne,2,1.0,712.6116083748952,61-x_K,0,1,0,0,0,7
10176,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,0.0,5,1,0,0,0,0,0.0,09:00:00,inne,117.0,dom,116.0,1,inne-dom,2,1.0,712.6116083748952,61-x_K,1,0,0,0,0,9
10177,2,2,3,0,0,0,0,0,1,0,0,1,0,0,0,2.0,2.0,0.0,5,1,1,0,0,0,0.0,11:00:00,dom,116.0,inne,87.0,2,dom-inne,1,0.0,7943.110117569694,61-x_K,0,1,0,0,0,11
10178,2,2,3,0,0,0,0,0,1,0,0,1,0,0,0,2.0,2.0,0.0,5,1,1,0,0,0,0.0,18:00:00,inne,87.0,dom,116.0,3,inne-dom,1,0.0,7943.110117569694,61-x_K,1,0,0,0,0,18
10180,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,0,0,0.0,08:00:00,dom,117.0,uczelnia,67.0,1,dom-uczelnia,1,1.0,4505.674092209076,25-44_K,0,0,0,0,1,8
10181,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,1,1,1,0,0,0.0,15:00:00,uczelnia,67.0,dom,117.0,3,uczelnia-dom,1,1.0,4505.674092209076,25-44_K,1,0,0,0,0,15
10182,4,3,4,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,0.0,08:00:00,dom,116.0,inne,53.0,1,dom-inne,1,0.0,3305.1509522112647,61-x_K,0,1,0,0,0,8
10183,4,3,4,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,0.0,10:00:00,inne,53.0,dom,116.0,2,inne-dom,1,0.0,3305.1509522112647,61-x_K,1,0,0,0,0,10
10184,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,1,0,0,0.0,07:50:00,dom,116.0,inne,55.0,1,dom-inne,1,0.0,3819.3429780957654,61-x_K,0,1,0,0,0,7
10185,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,1,0,0,0.0,10:00:00,inne,55.0,dom,116.0,2,inne-dom,1,0.0,3819.3429780957654,61-x_K,1,0,0,0,0,10
10186,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3,1,1,0,1,0,0.0,07:10:00,dom,366.0,praca,39.0,1,dom-praca,0,1.0,2836.2782422986406,25-44_K,0,0,1,0,0,7
10187,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3,1,1,0,1,0,0.0,16:30:00,praca,39.0,dom,366.0,3,praca-dom,0,1.0,2836.2782422986406,25-44_K,1,0,0,0,0,16
10188,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3,0,1,0,1,1,0.0,07:30:00,dom,366.0,praca,122.0,1,dom-praca,1,1.0,1442.7209439795668,25-44_M,0,0,1,0,0,7
10189,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3,0,1,0,1,1,0.0,17:15:00,praca,122.0,dom,366.0,3,praca-dom,1,1.0,1442.7209439795668,25-44_M,1,0,0,0,0,17
10190,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,3,0,1,0,1,1,0.0,09:30:00,dom,117.0,praca,24.0,1,dom-praca,1,1.0,3275.0988405424105,25-44_M,0,0,1,0,0,9
10191,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,3,0,1,0,1,1,0.0,18:15:00,praca,24.0,dom,117.0,3,praca-dom,1,1.0,3275.0988405424105,25-44_M,1,0,0,0,0,18
10193,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,4.0,4.0,2.0,5,0,0,0,1,1,1.0,09:00:00,dom,149.0,inne,30.0,1,dom-inne,0,2.0,6775.683097240514,66-x_M,0,1,0,0,0,9
10194,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,4.0,4.0,2.0,5,0,0,0,1,1,1.0,18:00:00,inne,30.0,dom,149.0,3,inne-dom,0,2.0,6775.683097240514,66-x_M,1,0,0,0,0,18
10196,2,2,4,0,0,0,1,0,0,1,1,0,0,0,0,2.0,2.0,2.0,2,1,1,0,0,1,1.0,07:00:00,dom,149.0,szkoła,161.0,1,dom-szkoła,3,1.0,2846.2465852659166,20-24_K,0,0,0,1,0,7
10197,2,2,4,0,0,0,1,0,0,1,1,0,0,0,0,2.0,2.0,2.0,2,1,1,0,0,1,1.0,14:00:00,szkoła,161.0,dom,149.0,3,szkoła-dom,3,1.0,2846.2465852659166,20-24_K,1,0,0,0,0,14
10198,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,07:40:00,dom,20.0,praca,67.0,1,dom-praca,3,1.0,758.4051354871909,25-44_K,0,0,1,0,0,7
10199,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,16:10:00,praca,67.0,dom,20.0,3,praca-dom,3,1.0,758.4051354871909,25-44_K,1,0,0,0,0,16
10200,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,07:25:00,dom,20.0,praca,146.0,1,dom-praca,0,1.0,2318.6041451768933,25-44_M,0,0,1,0,0,7
10201,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,16:45:00,praca,146.0,dom,20.0,3,praca-dom,0,1.0,2318.6041451768933,25-44_M,1,0,0,0,0,16
10202,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,1.0,3,0,1,0,1,0,0.0,07:20:00,dom,20.0,praca,123.0,1,dom-praca,3,0.0,4814.6063631560055,25-44_M,0,0,1,0,0,7
10203,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,1.0,3,0,1,0,1,0,0.0,17:10:00,praca,123.0,dom,20.0,3,praca-dom,3,0.0,4814.6063631560055,25-44_M,1,0,0,0,0,17
10204,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0,1.0,4,1,0,0,0,1,0.0,07:00:00,dom,20.0,praca,222.0,1,dom-praca,1,0.0,12948.929426815068,45-60_K,0,0,1,0,0,7
10205,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,2.0,2.0,1.0,4,1,0,0,0,1,0.0,16:20:00,praca,222.0,dom,20.0,3,praca-dom,1,0.0,12948.929426815068,45-60_K,1,0,0,0,0,16
10206,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,2.0,1,0,1,0,0,0,1.0,07:40:00,dom,20.0,szkoła,67.0,1,dom-szkoła,2,1.0,758.4051354871909,16-19_M,0,0,0,1,0,7
10207,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,2.0,1,0,1,0,0,0,1.0,14:40:00,szkoła,67.0,inne,19.0,3,szkoła-inne,2,1.0,1235.1318666983555,16-19_M,0,1,0,0,0,14
10208,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,2.0,1,0,1,0,0,0,1.0,16:50:00,inne,19.0,dom,20.0,3,inne-dom,1,1.0,591.2972757332856,16-19_M,1,0,0,0,0,16
10209,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,4.0,4.0,2.0,2,0,1,0,1,1,0.5,08:50:00,dom,20.0,uczelnia,453.0,1,dom-uczelnia,1,1.0,1793.755713465878,20-24_M,0,0,0,0,1,8
10210,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,4.0,4.0,2.0,2,0,1,0,1,1,0.5,15:20:00,uczelnia,453.0,dom,20.0,3,uczelnia-dom,1,1.0,1793.755713465878,20-24_M,1,0,0,0,0,15
10211,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,4.0,4.0,2.0,4,1,1,0,0,0,0.0,07:30:00,dom,20.0,praca,70.0,1,dom-praca,2,1.0,1260.4884977330828,45-60_K,0,0,1,0,0,7
10212,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,4.0,4.0,2.0,4,1,1,0,0,0,0.0,15:20:00,praca,70.0,dom,20.0,3,praca-dom,2,1.0,1260.4884977330828,45-60_K,1,0,0,0,0,15
10215,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,6.0,5.0,3.0,0,1,1,0,0,0,1.0,07:35:00,dom,20.0,szkoła,70.0,1,dom-szkoła,2,1.0,1260.4884977330828,6-15_K,0,0,0,1,0,7
10216,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,6.0,5.0,3.0,0,1,1,0,0,0,1.0,14:20:00,szkoła,70.0,dom,20.0,3,szkoła-dom,2,1.0,1260.4884977330828,6-15_K,1,0,0,0,0,14
10217,3,2,2,1,0,0,0,0,0,1,0,0,0,1,0,6.0,5.0,3.0,0,0,1,0,0,0,1.0,07:40:00,dom,20.0,szkoła,70.0,1,dom-szkoła,2,1.0,1260.4884977330828,6-15_M,0,0,0,1,0,7
10218,3,2,2,1,0,0,0,0,0,1,0,0,0,1,0,6.0,5.0,3.0,0,0,1,0,0,0,1.0,15:10:00,szkoła,70.0,dom,20.0,3,szkoła-dom,2,1.0,1260.4884977330828,6-15_M,1,0,0,0,0,15
10219,3,2,2,1,0,0,0,0,0,1,0,0,0,1,0,6.0,5.0,3.0,0,0,1,0,0,0,1.0,17:50:00,dom,20.0,inne,70.0,3,dom-inne,2,1.0,1260.4884977330828,6-15_M,0,1,0,0,0,17
10220,3,2,2,1,0,0,0,0,0,1,0,0,0,1,0,6.0,5.0,3.0,0,0,1,0,0,0,1.0,19:30:00,inne,70.0,dom,20.0,4,inne-dom,2,1.0,1260.4884977330828,6-15_M,1,0,0,0,0,19
10221,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,6.0,5.0,3.0,3,1,1,1,1,0,0.0,09:00:00,dom,20.0,inne,18.0,1,dom-inne,2,1.0,1170.2355575365802,25-44_K,0,1,0,0,0,9
10222,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,6.0,5.0,3.0,3,1,1,1,1,0,0.0,10:00:00,inne,18.0,dom,20.0,2,inne-dom,2,1.0,1170.2355575365802,25-44_K,1,0,0,0,0,10
10225,2,2,3,0,0,1,0,0,0,1,0,1,0,0,0,6.0,5.0,3.0,1,1,1,0,0,0,1.0,07:20:00,dom,20.0,szkoła,5.0,1,dom-szkoła,1,1.0,1243.8882397483853,16-19_K,0,0,0,1,0,7
10226,2,2,3,0,0,1,0,0,0,1,0,1,0,0,0,6.0,5.0,3.0,1,1,1,0,0,0,1.0,15:10:00,szkoła,5.0,dom,20.0,3,szkoła-dom,1,1.0,1243.8882397483853,16-19_K,1,0,0,0,0,15
10227,2,3,2,1,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,1.0,09:10:00,dom,20.0,inne,19.0,1,dom-inne,2,0.0,591.2972757332856,61-x_K,0,1,0,0,0,9
10228,2,3,2,1,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,1.0,10:05:00,inne,19.0,dom,20.0,2,inne-dom,2,0.0,591.2972757332856,61-x_K,1,0,0,0,0,10
10229,3,3,2,0,0,0,0,0,0,1,0,1,0,0,1,1.0,1.0,0.0,5,1,0,0,0,0,1.0,09:20:00,dom,20.0,inne,18.0,1,dom-inne,2,0.0,1170.2355575365802,61-x_K,0,1,0,0,0,9
10230,3,3,2,0,0,0,0,0,0,1,0,1,0,0,1,1.0,1.0,0.0,5,1,0,0,0,0,1.0,11:20:00,inne,18.0,dom,20.0,2,inne-dom,2,0.0,1170.2355575365802,61-x_K,1,0,0,0,0,11
10231,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,3.0,3.0,3.0,0,1,1,0,0,0,1.0,07:35:00,dom,20.0,szkoła,16.0,1,dom-szkoła,2,1.0,888.9759282164129,6-15_K,0,0,0,1,0,7
10232,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,3.0,3.0,3.0,0,1,1,0,0,0,1.0,14:20:00,szkoła,16.0,dom,20.0,3,szkoła-dom,2,1.0,888.9759282164129,6-15_K,1,0,0,0,0,14
10233,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,3.0,3.0,3.0,3,1,1,0,1,1,0.0,13:20:00,dom,20.0,praca,70.0,2,dom-praca,1,1.0,1260.4884977330828,25-44_K,0,0,1,0,0,13
10234,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,3.0,3.0,3.0,3,1,1,0,1,1,0.0,22:15:00,praca,70.0,dom,20.0,4,praca-dom,1,1.0,1260.4884977330828,25-44_K,1,0,0,0,0,22
10235,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,07:00:00,dom,20.0,praca,259.0,1,dom-praca,0,1.0,5572.467293162695,25-44_M,0,0,1,0,0,7
10236,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,17:20:00,praca,259.0,dom,20.0,3,praca-dom,0,1.0,5572.467293162695,25-44_M,1,0,0,0,0,17
10237,1,2,3,0,0,0,1,1,0,0,0,0,0,1,0,4.0,4.0,2.0,3,0,1,0,0,1,0.0,07:45:00,dom,30.0,praca,32.0,1,dom-praca,1,1.0,769.870648134005,25-44_M,0,0,1,0,0,7
10238,1,2,3,0,0,0,1,1,0,0,0,0,0,1,0,4.0,4.0,2.0,3,0,1,0,0,1,0.0,16:25:00,praca,32.0,dom,30.0,3,praca-dom,1,1.0,769.870648134005,25-44_M,1,0,0,0,0,16
10239,3,2,3,0,0,0,1,0,0,0,1,0,0,0,0,3.0,3.0,3.0,2,1,1,0,1,0,0.0,08:45:00,dom,30.0,praca,30.0,1,dom-praca,2,0.0,0.0,20-24_K,0,0,1,0,0,8
10240,3,2,3,0,0,0,1,0,0,0,1,0,0,0,0,3.0,3.0,3.0,2,1,1,0,1,0,0.0,17:15:00,praca,30.0,dom,30.0,3,praca-dom,2,0.0,0.0,20-24_K,1,0,0,0,0,17
10241,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.0,3.0,1,0,1,0,0,1,0.5,07:10:00,dom,30.0,szkoła,61.0,1,dom-szkoła,1,0.0,4024.6776045756387,16-19_M,0,0,0,1,0,7
10242,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,05:45:00,dom,308.0,praca,306.0,1,dom-praca,0,4.0,1266.4237184444257,25-44_M,0,0,1,0,0,5
10243,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,1,1,0,0.0,14:10:00,praca,306.0,dom,308.0,3,praca-dom,0,4.0,1266.4237184444257,25-44_M,1,0,0,0,0,14
10244,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,07:30:00,dom,308.0,praca,355.0,1,dom-praca,0,4.0,2560.967219536888,25-44_K,0,0,1,0,0,7
10245,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,14:45:00,praca,355.0,dom,308.0,3,praca-dom,0,4.0,2560.967219536888,25-44_K,1,0,0,0,0,14
10246,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,1,1,0,0,0,0.5,07:40:00,dom,308.0,szkoła,308.0,1,dom-szkoła,2,4.0,0.0,6-15_K,0,0,0,1,0,7
10247,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,1,1,0,0,0,0.5,13:30:00,szkoła,308.0,dom,308.0,2,szkoła-dom,2,4.0,0.0,6-15_K,1,0,0,0,0,13
10251,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,2,1,1,0,0,1,1.0,07:20:00,dom,47.0,uczelnia,351.0,1,dom-uczelnia,1,2.0,1710.1335668506697,20-24_K,0,0,0,0,1,7
10252,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,4.0,4.0,0.0,2,1,1,0,0,1,1.0,16:30:00,uczelnia,351.0,dom,47.0,3,uczelnia-dom,1,2.0,1710.1335668506697,20-24_K,1,0,0,0,0,16
10253,3,3,2,0,0,0,1,0,0,1,0,0,1,0,0,4.0,4.0,0.0,4,1,0,0,0,1,0.0,10:30:00,dom,47.0,inne,120.0,2,dom-inne,2,2.0,1675.0349459034878,45-60_K,0,1,0,0,0,10
10254,3,3,2,0,0,0,1,0,0,1,0,0,1,0,0,4.0,4.0,0.0,4,1,0,0,0,1,0.0,12:50:00,inne,120.0,dom,47.0,2,inne-dom,2,2.0,1675.0349459034878,45-60_K,1,0,0,0,0,12
10255,3,2,3,1,0,0,0,0,1,0,0,0,0,0,1,4.0,4.0,0.0,4,0,1,0,1,0,0.0,07:20:00,dom,47.0,praca,158.0,1,dom-praca,0,2.0,2921.6822052465595,45-65_M,0,0,1,0,0,7
10256,3,2,3,1,0,0,0,0,1,0,0,0,0,0,1,4.0,4.0,0.0,4,0,1,0,1,0,0.0,16:30:00,praca,158.0,dom,47.0,3,praca-dom,0,2.0,2921.6822052465595,45-65_M,1,0,0,0,0,16
10257,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,0,1,0,0.0,07:00:00,dom,64.0,praca,123.0,1,dom-praca,0,1.0,4364.2473932551275,25-44_M,0,0,1,0,0,7
10258,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,0,1,0,0.0,15:45:00,praca,123.0,dom,64.0,3,praca-dom,0,1.0,4364.2473932551275,25-44_M,1,0,0,0,0,15
10260,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,4,0,1,0,1,1,0.0,06:30:00,dom,62.0,praca,94.0,1,dom-praca,1,0.0,5492.132228451298,45-65_M,0,0,1,0,0,6
10261,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,4,0,1,0,1,1,0.0,15:15:00,praca,94.0,dom,62.0,3,praca-dom,1,0.0,5492.132228451298,45-65_M,1,0,0,0,0,15
10264,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,0,0,1,0.0,06:27:00,dom,62.0,praca,4.0,1,dom-praca,1,1.0,2242.6245056236585,25-44_K,0,0,1,0,0,6
10265,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,1,1,0,0,1,0.0,15:21:00,praca,4.0,dom,62.0,3,praca-dom,1,1.0,2242.6245056236585,25-44_K,1,0,0,0,0,15
10266,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,07:30:00,dom,303.0,praca,91.0,1,dom-praca,0,3.0,6979.04803411969,25-44_M,0,0,1,0,0,7
10267,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,2.0,2.0,2.0,3,0,1,0,1,0,0.0,16:15:00,praca,91.0,dom,303.0,3,praca-dom,0,3.0,6979.04803411969,25-44_M,1,0,0,0,0,16
10268,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,12:00:00,dom,303.0,inne,282.0,2,dom-inne,0,3.0,4902.858816948242,25-44_K,0,1,0,0,0,12
10269,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,13:15:00,inne,282.0,dom,303.0,2,inne-dom,0,3.0,4902.858816948242,25-44_K,1,0,0,0,0,13
10270,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,13:15:00,dom,303.0,inne,14.0,2,dom-inne,0,2.0,10714.711406499242,25-44_M,0,1,0,0,0,13
10271,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,14:15:00,inne,14.0,inne,3.0,3,inne-inne,0,2.0,1267.3683559176702,25-44_M,0,1,0,0,0,14
10272,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3,0,1,0,1,0,0.0,15:30:00,inne,3.0,dom,303.0,3,inne-dom,0,2.0,9572.587101684965,25-44_M,1,0,0,0,0,15
10273,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2.0,2.0,0.0,3,1,1,0,0,1,0.0,08:12:00,dom,316.0,praca,136.0,1,dom-praca,1,0.0,9587.919174130953,25-44_K,0,0,1,0,0,8
10274,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2.0,2.0,0.0,3,1,1,0,0,1,0.0,19:18:00,praca,136.0,dom,316.0,4,praca-dom,1,0.0,9587.919174130953,25-44_K,1,0,0,0,0,19
10275,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,3,0,1,0,0,1,0.0,05:21:00,dom,316.0,praca,138.0,1,dom-praca,1,0.0,9277.974001796774,25-44_M,0,0,1,0,0,5
10276,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,3,0,1,0,0,1,0.0,14:19:00,praca,138.0,dom,316.0,3,praca-dom,1,0.0,9277.974001796774,25-44_M,1,0,0,0,0,14
10277,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,09:16:00,dom,119.0,inne,53.0,1,dom-inne,1,0.0,1830.7908147938188,61-x_K,0,1,0,0,0,9
10278,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,11:24:00,inne,53.0,dom,119.0,2,inne-dom,1,0.0,1830.7908147938188,61-x_K,1,0,0,0,0,11
10279,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,2.0,2.0,0.0,5,0,0,0,0,0,1.0,09:16:00,dom,119.0,inne,53.0,1,dom-inne,1,0.0,1830.7908147938188,66-x_M,0,1,0,0,0,9
10280,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,2.0,2.0,0.0,5,0,0,0,0,0,1.0,11:24:00,inne,53.0,dom,119.0,2,inne-dom,1,0.0,1830.7908147938188,66-x_M,1,0,0,0,0,11
10281,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,1,0,1,0,0.0,08:45:00,dom,119.0,praca,120.0,1,dom-praca,2,1.0,613.106146161497,45-60_K,0,0,1,0,0,8
10282,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,1,0,1,0,0.0,17:15:00,praca,120.0,dom,119.0,3,praca-dom,2,1.0,613.106146161497,45-60_K,1,0,0,0,0,17
10283,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,1,0,1,0,0,1,1.0,07:18:00,dom,119.0,szkoła,11.0,1,dom-szkoła,1,1.0,1662.1086770598029,16-19_M,0,0,0,1,0,7
10284,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,1,0,1,0,0,1,1.0,13:48:00,szkoła,11.0,dom,119.0,2,szkoła-dom,1,1.0,1662.1086770598029,16-19_M,1,0,0,0,0,13
10285,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,0.0,5,0,0,0,0,0,1.0,09:31:00,dom,106.0,inne,102.0,1,dom-inne,1,0.0,2038.189212480168,66-x_M,0,1,0,0,0,9
